No,,name,address,경도,위도,상태
1,400,보령아산병원,충청남도 보령시 죽성로 136,126.623048304899,36.3807537865217,정좌표
2,401,부여군보건소,충청남도 부여군 부여읍 구아리 137-2,126.909575230734,36.2830540965206,인근좌표
3,402,건양대학교 부여병원,충청남도 부여군 부여읍 계백로 200,126.90171644962,36.2755857551657,정좌표
4,403,성요셉연합의원,충청남도 부여군 부여읍 사비로 78,126.911008268375,36.2795108369284,정좌표
5,404,서산시보건소,충청남도 서산시 예천동(석남동) 496-1 서산시보건소,126.444520413294,36.7743992565734,정좌표
6,405,충청남도서산의료원,충청남도 서산시 중앙로 149,126.465768608036,36.7756946404172,정좌표
7,406,서천군보건소,충청남도 서천군 서천읍 군사리 799 서천군보건소,126.689657837425,36.0822100152279,정좌표
8,407,서해병원,충청남도 서천군 서천읍 서천로 184,126.687601901537,36.084515091588,정좌표
9,408,아산시보건소,충청남도 아산시 남부로 370-24,127.020723006549,36.7681753678535,정좌표
10,409,아산충무병원,충청남도 아산시 문화로 381,127.019633797148,36.7791023603853,정좌표
11,410,현대병원,충청남도 아산시 시민로 388,127.001013445677,36.7831014235882,정좌표
12,411,세종특별자치시보건소,세종특별자치시 조치원읍 대첩로 32,127.292692605347,36.5958921581869,정좌표
13,412,세종 충남대학교병원,세종특별자치시 보듬7로20 세종충남대학교병원,127.257942942409,36.5195140154288,정좌표
14,413,예산군보건소,충청남도 예산군 예산읍 군청로 22,126.84564219192,36.6812408577563,정좌표
15,414,예산종합병원,충청남도 예산군 예산읍 금오대로 94,126.837988070153,36.6910414669776,정좌표
16,415,천안시서북구보건소,충청남도 천안시 서북구 번영로 156 천안시청(봉서홀 아래 필로티),127.113039834077,36.8161190867791,정좌표
17,416,의료법인 영서의료재단 천안충무병원,충청남도 천안시 서북구 다가말3길 8,127.13149045833,36.7974181654622,정좌표
18,417,학교법인동은학원 순천향대학교부속천안병원,충청남도 천안시 동남구 순천향6길 31,127.135164657231,36.8028067500932,정좌표
19,418,충청남도천안의료원,충청남도 천안시 동남구 충절로 537,127.179275830391,36.7754885997481,정좌표
20,419,단국대학교의과대학부속병원,충청남도 천안시 동남구 망향로 201,127.172168695367,36.8423063063132,정좌표
21,420,천안우리병원,충청남도 천안시 동남구 남부대로 350 (청당동,127.155714044808,36.7810456774091,정좌표
22,421,천안시동남구보건소,충청남도 천안시 버들로34,127.151274834039,36.8074514825071,정좌표
23,422,홍성군보건소,충청남도 홍성군 홍성읍 오관리 474-7 홍성군보건소,126.662596817342,36.5969542651079,인근좌표
24,423,홍성의료원,충청남도 홍성군 홍성읍 조양로 224,126.6745756919,36.5988675278577,정좌표
25,424,청양군보건의료원,충청남도 청양군 청양읍 칠갑산로 7길 54,126.804936211178,36.4550147201854,정좌표
26,425,태안군보건의료원,충청남도 태안군 태안읍 평천리 698-6,126.322889968683,36.7521289134255,정좌표
27,426,고창군보건소,전라북도 고창군 고창읍 율계리 101(전봉준로 90),126.683260203781,35.4435908817944,정좌표
