No,,name,address,경도,위도,상태
1,0,강남구보건소,서울특별시 강남구 삼성동(삼성2동) 8 강남구보건소,127.042110457471,37.5163226790637,정좌표
2,1,삼성서울병원,서울특별시 강남구 일원로81 삼성서울병원,127.087895110169,37.4893227465726,정좌표
3,2,강남세브란스병원,서울특별시 강남구 언주로211 강남세브란스병원,127.046319544326,37.4920908155808,정좌표
4,3,강동구보건소,서울특별시 강동구 성내로45,127.125584591191,37.5295407046918,정좌표
5,4,중앙보훈병원,서울특별시 강동구 진황도로 61길 53,127.147206009137,37.5281887160849,정좌표
6,5,강동경희대병원,서울특별시 강동구 동남로 892,127.157615467347,37.5535588199771,정좌표
7,6,강동성심병원,서울특별시 강동구 성안로 150,127.135335984657,37.5361556295588,정좌표
8,7,강북구보건소,"서울특별시 강북구 한천로 897, 강북구보건소",127.038780011679,37.6321313485575,정좌표
9,8,강서구보건소,서울특별시 강서구 염창동 275-12 강서보건소,126.868306878813,37.5496247895147,정좌표
10,9,관악구보건소,서울특별시 관악구 청룡동 1570-1,126.951496998195,37.4782504034419,정좌표
11,10,에이치플러스양지병원,서울특별시 관악구 남부순환로 1636,126.932360437843,37.4842746962176,정좌표
12,11,광진구보건소,서울특별시 광진구 자양1동 777,127.082424058178,37.5384106918361,정좌표
13,12,건국대학교병원,서울특별시 광진구 능동로 120-1,127.072263637134,37.5409926858271,정좌표
14,13,구로구보건소,"서울특별시 구로구 구로동(구로제5동) 109-4 구로5동 주민센터, 구로구보건소",126.889295673883,37.5000695069058,정좌표
15,14,고대구로병원,서울특별시 구로구 구로동로 148,126.884700700361,37.491123002386,정좌표
16,15,구로성심병원,서울특별시 구로구 경인로 427,126.866358419439,37.4996474871571,정좌표
17,16,금천구보건소,서울특별시 금천구 시흥제1동 1020 금천구보건소,126.895385155794,37.4568055869614,정좌표
18,17,희명병원,서울특별시 금천구 시흥대로 244,126.900560536748,37.4556673380096,정좌표
19,18,노원구보건소,"서울특별시 노원구 상계6.7동 노원구보건소, 701-1",127.056633136397,37.6541548524654,정좌표
20,19,노원을지대학교병원,서울특별시 노원구 한글비석로 68,127.069934108605,37.6364346594033,정좌표
21,20,상계백병원,서울특별시 노원구 동일로 1342,127.063115660304,37.6485821796582,정좌표
22,21,도봉구보건소,서울특별시 도봉구 쌍문동 565,127.038764100763,37.6579682383703,정좌표
23,22,한일병원,서울특별시 도봉구 우이천로 308(쌍문동),127.029540470363,37.6453885173447,정좌표
24,23,동대문구보건소,서울특별시 동대문구 용두동 39-9,127.039723559585,37.5744089814313,정좌표
25,24,삼육서울병원,서울특별시 동대문구 망우로 82,127.06254244,37.5897257792017,정좌표
26,25,서울특별시동부병원,서울특별시 동대문구 무학로 124,127.031513103524,37.575354161138,정좌표
27,26,서울성심병원,서울특별시 동대문구 왕산로 259,127.049820914041,37.5841899183354,정좌표
28,27,경희의료원,서울특별시 동대문구 경희대로 23,127.050740191556,37.5937735558095,정좌표
29,28,동작구보건소,서울특별시 동작구 상도2동 176-3,126.94109123774,37.5044056909685,정좌표
30,29,서울특별시 보라매병원,서울특별시 동작구 보라매로5길 20,126.927064728153,37.494649706226,인근좌표
31,30,서울특별시 중앙대학교 병원,서울특별시 동작구 흑석로 102,126.96042193682,37.5060387533258,정좌표
32,31,마포구보건소,서울특별시 마포구 성산동 370,126.901916990083,37.5662311866042,정좌표
33,32,서대문구보건소,서울특별시 서대문구 연희동 연희로242 (연희동 165-2),126.936274235329,37.578608498345,정좌표
34,33,세브란스병원,서울특별시 서대문구 연세로 50-1,126.941721310183,37.5630129092834,정좌표
35,34,서울중구보건소,서울특별시 중구 신당동 50-5 중구보건소,127.018298849651,37.5623438276942,인근좌표
36,35,인제대학교서울백병원,서울특별시 중구 마른내로 9 백병원,126.988856315037,37.5650876719937,정좌표
37,36,국립중앙의료원,서울특별시 중구 을지로 245,127.006271858171,37.5680224867889,정좌표
38,37,서초구보건소,서울특별시 서초구 서초동(서초2동) 1376-3 서초구청 보건소,127.032562746861,37.4837333360741,정좌표
39,38,가톨릭대학교 서울성모병원,서울특별시 서초구 반포대로 222,127.005181606517,37.4992311849682,정좌표
40,39,서울특별시 어린이병원,서울특별시 서초구 헌릉로 260,127.068816755078,37.4552923348975,정좌표
41,40,성동구보건소,서울특별시 성동구 홍익동 (왕십리도선동) 16-15 성동구보건소,127.03308817645,37.5670692214365,정좌표
42,41,한양대학교병원,서울특별시 성동구 왕십리로 222-1 (사근동),127.044723937438,37.5599274357108,정좌표
43,42,성동군자의원,서울특별시 성동구 광나루로 323 송정빌딩 2층,127.065648811824,37.5484193951741,정좌표
44,43,성북구보건소,서울특별시 성북구 월곡제2동 46-1 성북구보건소,127.039508972822,37.6026847501912,정좌표
45,44,고려대학교의료원안암병원,서울특별시 성북구 고려대로73(안암동 5가),127.02746825595,37.588646416028,정좌표
46,45,송파구보건소,"서울특별시 송파구 신천동 29-5 송파구청, 보건소",127.106060829168,37.5146025664681,정좌표
47,46,서울아산병원,서울특별시 송파구 올림픽로43길 88,127.107097265562,37.5254121012809,정좌표
48,47,경찰병원,서울특별시 송파구 송이로 123,127.123487460986,37.4964146602868,정좌표
49,48,양천구보건소,서울특별시 양천구 신정동(신정6동) 321-5 양천보건소,126.865877548281,37.5176227978177,정좌표
50,49,이화여자대학교의과대학부속목동병원,서울특별시 양천구 안양천로 1071,126.886781178674,37.5370441352603,정좌표
51,50,서울특별시 서남병원,서울특별시 양천구 신정이펜1로 20,126.833131672155,37.5120203886562,정좌표
52,51,홍익병원,서울특별시 양천구 목동로 225,126.863641678771,37.528482843819,정좌표
53,52,영등포구보건소,서울특별시 영등포구 당산동3가(당산제1동) 385-1 영등포구청 영등포구보건소,126.89592809707,37.526251792463,정좌표
54,53,한림대학교 강남성심병원,서울특별시 영등포구 신길로 1,126.908673120093,37.4932486880576,정좌표
55,54,의료법인 성애병원,서울특별시 영등포구 여의대방로 53길22,126.922368906906,37.5120500153667,정좌표
56,55,가톨릭대학교 여의도성모병원,서울특별시 영등포구 63로 10,126.936002759615,37.5179047526615,정좌표
57,56,인봉의료재단 영등포병원,서울특별시 영등포구 당산로31길 10,126.895997286758,37.5269086465946,정좌표
58,57,용산구보건소,서울특별시 용산구 이태원동 34-87,126.990154085918,37.5325518440704,정좌표
59,58,순천향대학교서울병원,서울특별시 용산구 대사관로 59(한남동),127.003850490756,37.5341148122376,정좌표
60,59,은평구보건소,서울특별시 은평구 녹번동 84 은평구종합청사 은평구보건소,126.928850830732,37.6026604788192,정좌표
61,60,가톨릭대학교 은평성모병원,서울특별시 은평구 통일로1021,126.916152051202,37.6336095030529,정좌표
62,61,서울특별시서북병원,서울특별시 은평구 갈현로7길 49,126.905226529212,37.6041792207559,정좌표
63,62,서울특별시은평병원,서울특별시 은평구 백련산로 90,126.923762809609,37.5942055626175,정좌표
64,63,의료법인 청구성심병원,서울특별시 은평구 통일로 873,126.919551959152,37.6207890104606,정좌표
65,64,종로구보건소,서울특별시 종로구 옥인동(청운효자동) 45-30 종로구보건소,126.969227766373,37.5818060216893,정좌표
66,65,강북삼성병원,서울특별시 종로구 평동 108,126.966700855135,37.5682220971781,정좌표
67,66,서울적십자병원,서울특별시 종로구 평동 164,126.96695843534,37.5673788732253,정좌표
68,67,서울대학교병원,서울특별시 종로구 대학로 101(연건동),126.99835397026,37.5785473002336,정좌표
69,68,중랑구보건소,서울특별시 중랑구 신내2동 662 중랑구청,127.092881483317,37.6066169984235,정좌표
70,69,서울의료원,서울특별시 중랑구 신내로 156,127.098732031171,37.6130786948732,정좌표
71,70,녹색병원,서울특별시 중랑구 사가정로 49길 53,127.086060924726,37.5835642638989,정좌표
72,71,부산강서구보건소,부산광역시 강서구 대저2동 1932-1 강서브라이트센터 보건소,128.95723567189,35.1802211405387,정좌표
73,72,의료법인 갑을녹산재단 갑을녹산병원,부산광역시 강서구 녹산산단321로 24-8,128.853312965226,35.0905657742875,정좌표
74,73,금정구보건소,부산광역시 금정구 부곡3동 78,129.092393477501,35.2428703791878,정좌표
75,74,세웅병원,부산광역시 금정구 서동로 162(서동),129.104100510486,35.214153777665,정좌표
76,75,기장군보건소,부산광역시 기장군 기장읍 신천리 1번지,129.222597614527,35.2443223914995,정좌표
77,76,동남권원자력의학원,부산광역시 기장군 장안읍 좌동길 40,129.243167808925,35.3218576520418,정좌표
78,77,기장병원,부산광역시 기장군 기장읍 대청로72번길 6,129.216727062792,35.2357792413608,정좌표
79,78,동래구보건소,부산광역시 동래구 명륜2동 702-54번지,129.275409988658,35.7726714740831,인근좌표
80,79,대동병원,부산광역시 동래구 충렬대로187,129.080201938401,35.2043071339014,정좌표
81,80,봉생병원,부산광역시 동래구 안연로109번길 27,129.096113919291,35.1969115819886,정좌표
82,81,광혜병원,부산광역시 동래구 충렬대로 96,129.07114548815,35.2069686027115,정좌표
83,82,부산남구보건소,부산광역시 남구 못골로 23,129.084952732023,35.1360693281842,정좌표
84,83,부산성모병원,부산광역시 남구 용호로 232번길 25-14,129.109283360935,35.1098206162231,정좌표
85,84,부산동구보건소,부산광역시 동구 수정동(수정제2동) 806-74 동구청 보건소,129.045443569946,35.1292616582006,정좌표
86,85,좋은문화병원,부산광역시 동구 범일로 119(범일동),129.059048605987,35.1407905848524,정좌표
87,86,김원묵기념봉생병원,부산광역시 동구 중앙대로 401(좌천동),129.050478333148,35.1310628136787,정좌표
88,87,부산북구보건소,부산광역시 북구 금곡대로348 (화명동),129.014876456919,35.2390786190085,정좌표
89,88,부민병원,부산광역시 북구 만덕대로 59,129.011216959849,35.2119657885433,정좌표
90,89,구포성심병원,부산광역시 북구 낙동대로 1786(구포동),129.00457348276,35.2096728097158,정좌표
91,90,부산서구보건소,부산광역시 서구 부용동2가(부민동) 86 서구보건소 부민노인복지관,129.01808057557,35.107466461884,정좌표
92,91,부산대학교병원,부산광역시 서구 구덕로 179,129.019220193257,35.1010528430473,정좌표
93,92,동아대학교병원,부산광역시 서구 대신공원로 26,129.018000150211,35.1193451324259,정좌표
94,93,고신대학교복음병원,부산광역시 서구 감천로 262,129.014513196417,35.0810776852927,정좌표
95,94,삼육부산병원,부산광역시 서구 대티로 170,129.011328158997,35.1123484622483,정좌표
96,95,부산중구보건소,부산광역시 중구 대청동1가 중구청 중구로 120,129.032586611345,35.1066808155725,정좌표
97,96,메리놀병원,부산광역시 중구 중구로 121,129.032988804358,35.1076518210386,정좌표
98,97,부산진구보건소,부산광역시 부산진구 범천동(범천제1동) 849-10 부산진보건소,129.059918994531,35.1462127664671,정좌표
99,98,인제대학교부산백병원,부산광역시 부산진구 복지로 75,129.020865579259,35.145525862533,정좌표
100,99,온종합병원,부산광역시 부산진구 가야대로 721,129.04955852518,35.1580958455955,정좌표
