No,,name,address,경도,위도,상태
1,300,경기도의료원 포천병원,경기도 포천시 포천로 1648,127.198510077887,37.9026308521511,정좌표
2,301,하남시보건소,경기도 하남시 신장2동 520,127.214653396034,37.5391024830188,정좌표
3,302,화성시보건소,경기도 화성시 향남읍 3.1만세로 1055,126.904541886006,37.1291167358368,정좌표
4,303,원광종합병원,경기도 화성시 화산북로 21,127.008036210736,37.2100623650964,정좌표
5,304,화성중앙종합병원,경기도 화성시 향남읍 발안로 5,126.91080289392,37.1315379284539,정좌표
6,305,한림대학교동탄성심병원,경기도 화성시 큰재봉길 7,127.079949984672,37.2165138259112,정좌표
7,306,화성디에스병원,경기도 화성시 남양읍 시청로160번길 46-13,126.825710280013,37.1992325073445,정좌표
8,307,화성시보건소(동탄글로브월),경기도 화성시 동탄 산단7길 60,127.086563148477,37.1768762839316,정좌표
9,308,영통구보건소,경기도 수원시 영통구 영통동 영통로 396,127.069709899265,37.256881243281,정좌표
10,309,아주대학교병원,경기도 수원시 영통구 월드컵로164,127.04752002094,37.2794471411693,정좌표
11,310,평택시송탄보건소,경기도 평택시 서정동 산 12(서정로 295),127.066039342359,37.0661913096923,정좌표
12,311,박병원,경기도 평택시 송탄로 33,127.057171791105,37.0481253249399,정좌표
13,312,일산동구보건소,경기도 고양시 일산동구 마두동 1010번지,126.775887846665,37.6563870018944,정좌표
14,313,국민건강보험공단일산병원,경기도 고양시 일산동구 일산로100,126.793040376112,37.6454757701823,정좌표
15,314,동국대학교일산불교병원,경기도 고양시 일산동구 동국로 27(식사동),126.807013807595,37.6762882811906,정좌표
16,315,일산복음병원,경기도 고양시 일산동구 고양대로760,126.780327567298,37.6818359820446,정좌표
17,316,수지구보건소,경기도 용인시 수지구 포은대로 435,127.097447177595,37.322221611019,정좌표
18,317,남양주풍양보건소,"경기도 남양주시 진접읍 금곡리 1085, 풍양보건소",127.188892476452,37.7113838548783,정좌표
19,318,남양주한양병원,경기도 남양주시 오남읍 양지로 47-55,127.204568236305,37.6827233389854,정좌표
20,319,현대병원,경기도 남양주시 진접읍 봉현로 21,127.179903097897,37.7154370146664,정좌표
21,320,연천군보건의료원,경기도 연천군 전곡읍 은대리 577-36,127.06064258994,38.0232990881639,정좌표
22,321,강릉시보건소,"강원도 강릉시 내곡동 413 강릉시보건소, 가동 강릉시보건소",128.882790077706,37.7428171970512,정좌표
23,322,강릉아산병원,강원도 강릉시 방동길 38,128.857831128174,37.8184039540009,정좌표
24,323,강릉동인병원,강원도 강릉시 강릉대로419번길 42,128.90788254491,37.7745786448962,정좌표
25,324,강릉고려병원,강원도 강릉시 옥가로 30,128.899865159872,37.7590136509302,정좌표
26,325,강릉의료원,강원도 강릉시 경강로 2007,128.889261340552,37.7490867565685,정좌표
27,326,고성군보건소,강원도 고성군 간성읍 수성로 30,128.472138792654,38.3776148120663,정좌표
28,327,동해시보건소,강원도 동해시 천곡동 840 보건소 동해시보건소,129.117045386881,37.5228304435284,정좌표
29,328,의료법인 동해동인병원,강원도 동해시 하평로 26,129.107803458472,37.5302454033274,정좌표
30,329,근로복지공단 동해병원,강원도 동해시 하평로 11,129.105302253328,37.5316944307395,정좌표
31,330,삼척시보건소,강원도 삼척시 남양동 347-4,129.172337765826,37.4437726879262,정좌표
32,331,강원도 삼척의료원,강원도 삼척시 오십천로 418,129.163142864079,37.4399635771648,정좌표
33,332,속초시보건소,강원도 속초시 동해대로 4229(생활체육관 주차장 내),128.577058432577,38.1966340500397,정좌표
34,333,강원도속초의료원,강원도 속초시 영랑호반길 3,128.587918246318,38.2160633463648,정좌표
35,334,속초보광병원,강원도 속초시 중앙로 11,128.578358160118,38.1980370366966,정좌표
36,335,양구군보건소,강원도 양구군 양구읍 하리 34-5 양구군보건소,127.989964812644,38.1099227024967,정좌표
37,336,양구성심병원,강원도 양구군 양구읍 중심로 160,127.991208239749,38.1047184087243,정좌표
38,337,양양군보건소,강원도 양양군 양양읍 연창리 203-5 양양군보건소 양양군보건소,128.627366986085,38.0778822860285,정좌표
39,338,영월군보건소,강원도 영월군 영월읍 하송로 44 영월군보건소,128.463622820734,37.184376435596,정좌표
40,339,영월의료원,강원도 영월군 영월읍 중앙1로 59 영월의료원,128.465233298087,37.1867688382045,정좌표
41,340,원주시보건소,강원도 원주시 일산동 211,127.946782903658,37.3515745548653,정좌표
42,341,연세대학교 원주세브란스기독병원,강원도 원주시 일산로 20,127.946725279463,37.3491203088766,정좌표
43,342,원주의료원,강원도 원주시 서원대로 387,127.949008530361,37.3331989095214,정좌표
44,343,인제군보건소,강원도 인제군 인제읍 인제로140번길 34,128.168944824054,38.0636153565589,정좌표
45,344,정선군보건소,강원도 정선군 정선읍 녹송로 33,128.6714873397,37.3800948538669,정좌표
46,345,근로복지공단정선병원,강원도 정선군 정선읍 봉양1길 146,128.659155303557,37.3827875349691,인근좌표
47,346,정선군립병원,강원도 정선군 사북읍 지장천로 727,128.826504395481,37.2257639596876,정좌표
48,347,철원군보건소,강원도 철원군 갈말읍 군탄리 960-2,127.302829109745,38.148204023517,정좌표
49,348,철원병원,강원도 철원군 갈말읍 명성로 208,127.308447701655,38.1501567743349,정좌표
